,id,name,한줄평,순위,분류열,긍정확률,부정확률,평점
160,62751508,귀멸의칼날5,29,57, 국내도서    만화 라이트노벨    판타지     이만화가대단하다 ,0.8808830853166252,0.11911691468337486,4.8965517241379315
642,99273929,내가사랑한화가들,3,58, 국내도서    예술    미술    미술일반 교양    국내도서    예술    미술    미술사 미술가론     미술공부     교양쌓기     내손안의미술관 ,0.9193268616994222,0.0806731383005778,5.0
262,87631208,귀멸의칼날15,30,58, 국내도서    만화 라이트노벨    판타지     이만화가대단하다 ,0.8860858152310055,0.11391418476899465,4.833333333333333
619,99122590,동경대전2,5,58, 국내도서    종교    세계종교    기타종교    국내도서    미디어 추천    중앙일보    국내도서    미디어 추천    한겨레 ,0.8735774755477905,0.12642252445220947,5.0
326,91880005,주린이도술술읽는친절한주식책,30,59, 국내도서    경제 경영    투자 재테크    주식 증권     주린이힘내힘내      주식투자입문     독서모임_주식스터디 ,0.7539170831441879,0.24608291685581207,4.866666666666666
154,59716384,귀멸의칼날4,30,59, 국내도서    만화 라이트노벨    판타지     이만화가대단하다 ,0.8641789078712463,0.13582109212875365,4.9
652,99309559,뇌과학이인생에필요한순간,3,59, 국내도서    인문    심리    뇌과학     뇌과학 ,0.8725908597310384,0.12740914026896158,5.0
229,80455989,귀멸의칼날11,29,60, 국내도서    만화 라이트노벨    판타지     이만화가대단하다 ,0.8543733306999864,0.14562666930001358,5.0
227,79695513,부의인문학,30,60, 국내도서    경제 경영    경제    경제사상과 이론    국내도서    경제 경영    CEO 비즈니스맨    성공학 경력관리    국내도서    YES24 올해의 책    2020년 올해의 책 후보도서    국내도서    YES24 올해의 책    2020년 올해의 책 선정도서     돈모으고싶을때     다시보는2020     올해의책     금융문맹탈출     경제와인문의만남     성공하고싶다면     돈관념     예리한통찰력     부동산투자     주식투자 ,0.6861041565736135,0.3138958434263865,4.433333333333334
223,78651636,끝까지남겨두는그마음,29,60, 국내도서    소설 시 희곡    시 희곡    한국 시     유퀴즈온더블럭_자기님들     날씨가좋으면찾아가겠어요드라마에나온책     선물하기좋은시집     시시한게좋아 ,0.8506679442422144,0.14933205575778566,4.8965517241379315
99,26031499,못참는아이욱하는부모,30,61, 국내도서    가정 살림    육아    육아법 육아일기    국내도서    가정 살림    자녀교육    자녀교육일반    국내도서    미디어 추천    동아일보    국내도서    YES24 올해의 책    2016년 올해의 책 후보도서    국내도서    YES24 올해의 책    2016년 올해의 책 선정도서     가족관계에힘이되는심리학     화내지않고아이키우기     부모교육     자녀교육 ,0.7276076704263688,0.2723923295736313,4.766666666666667
685,100008650,주식은그렇게하는게아닙니다,2,61, 국내도서    경제 경영    투자 재테크    주식 증권     재테크기초     직장인재테크     월급재테크     파이어족     주식투자 ,0.7811906039714813,0.21880939602851865,4.5
407,96226081,2021에듀윌KBS한국어능력시험2주끝장,23,61, 국내도서    국어 외국어 사전    국어    한국어 능력시험 ,0.7286536589912747,0.2713463410087254,4.956521739130435
547,98799362,작은별이지만빛나고있어,9,62, 국내도서    에세이    한국 에세이 ,0.859188351366255,0.14081164863374498,4.5555555555555545
268,89309569,더해빙TheHaving(40만부기념리커버에디션),30,62, 국내도서    자기계발    처세술 삶의 자세    국내도서    미디어 추천    중앙일보    국내도서    YES24 올해의 책    2020년 올해의 책 후보도서     다시보는2020     운이좋습니다     마인드가답이다     성공하고싶다면     내운은내가만든다     우리가몰랐던흥미로운이야기  ,0.6321324378252029,0.36786756217479705,3.7
401,96020148,2021큰별쌤최태성의별별한국사기출500제한국사능력검정시험심화,30,63, 국내도서    수험서 자격증    한국사능력검정시험    심화 1 2 3급     국내도서    수험서 자격증    한국사능력검정시험     한능검     믿고보는명강사     분철 ,0.7213452478249868,0.27865475217501323,5.0
169,65419132,귀멸의칼날6,30,63, 국내도서    만화 라이트노벨    판타지     이만화가대단하다 ,0.8562648892402649,0.1437351107597351,4.933333333333334
365,93992498,2021민준호사회진도별동형모의고사,30,63, 국내도서    수험서 자격증    공무원    사회    문제집 모의고사    국내도서    수험서 자격증    공무원    경찰공무원 승진     승진시험    국내도서    수험서 자격증    공무원    경찰공무원 승진     국내도서    수험서 자격증    공무원    소방공무원 승진     소방직     분철 ,0.7941693276166916,0.2058306723833084,4.966666666666667
199,72158875,페인트,30,64, 국내도서    청소년    청소년 문학    국내도서    YES24 올해의 책    2019년 올해의 책 후보도서     2020경남독서한마당선정도서     책읽아웃     가족소설     가족관계 ,0.8202570935090383,0.17974290649096172,4.8
135,54232177,읽으면서바로써먹는어린이속담,30,64, 국내도서    어린이    1 2학년    1 2학년 학습    1 2학년 속담 고사성어 명언    국내도서    어린이    3 4학년    3 4학년 학습    3 4학년 속담 고사성어 명언    국내도서    어린이    5 6학년    5 6학년 학습    5 6학년 속담 고사성어 명언    국내도서    어린이    초등학습    속담 고사성어 명언     초등국어     초등어휘 ,0.8214681218067805,0.1785318781932195,4.766666666666667
245,85375785,귀멸의칼날13,30,64, 국내도서    만화 라이트노벨    판타지     이만화가대단하다 ,0.8854773541291555,0.11452264587084453,4.766666666666667
470,97512893,2021해커스온라인GSAT삼성직무적성검사파이널봉투모의고사,5,65, 국내도서    수험서 자격증    취업 상식 적성검사    기업별 직무적성검사    삼성 GSAT ,0.7861544787883759,0.21384552121162415,5.0
674,99475222,스타벅스의미래,20,65, 국내도서    경제 경영    경영    경영전략 경영혁신    국내도서    경제 경영    마케팅 세일즈    트렌드 미래예측 ,0.8089663550257683,0.19103364497423173,5.0
177,67362730,해커스토익기출보카,30,65, 국내도서    국어 외국어 사전    영어    토익 TOEIC    어휘 VOCA     토린이추천     토익보카     분철     신유형반영     너도나도보는토익기본서     외국어공부단어가절반     30일완성 ,0.8291997492313385,0.1708002507686615,4.8
214,75217436,이상한과자가게전천당2,30,66, 국내도서    어린이    1 2학년    1 2학년 그림 동화책    1 2학년 창작동화    국내도서    어린이    3 4학년    3 4학년 그림 동화책    3 4학년 창작동화    국내도서    어린이    어린이 문학    그림 동화책    창작동화 ,0.8377909322579702,0.16220906774202984,4.8
374,94978691,어린이라는세계(리커버한정판),30,66, 국내도서    에세이    삶의 자세와 지혜    국내도서    에세이    그림 에세이    국내도서    에세이    한국 에세이    국내도서    미디어 추천    조선일보     김영하북클럽      좋은책은발견되어야한다  ,0.8765746394793192,0.12342536052068075,4.966666666666667
516,97982548,수상한기차역,10,66, 국내도서    어린이    3 4학년    3 4학년 그림 동화책    3 4학년 창작동화    국내도서    어린이    5 6학년    5 6학년 그림 동화책    5 6학년 창작동화    국내도서    어린이    어린이 문학    그림 동화책    창작동화     초등미스터리 ,0.7060751229524612,0.2939248770475388,5.0
89,23030284,사피엔스,30,67, 국내도서    인문    인문 교양    교양으로 읽는 인문    국내도서    미디어 추천    중앙일보    국내도서    미디어 추천    동아일보    국내도서    미디어 추천    한겨레    국내도서    미디어 추천    경향신문    국내도서    YES24 올해의 책    2016년 올해의 책 후보도서    국내도서    YES24 올해의 책    2016년 올해의 책 선정도서     방탄RM이추천한책     정치인이추천한책      TV책을보다선정도서      북클러버의선택     교양을쌓을교양     요즘책방 책읽어드립니다     인류3부작     빨간책방     오바마추천     저커버그추천     빌게이츠추천     교양쌓기 ,0.7956918199857076,0.2043081800142924,4.733333333333333
140,56933618,나빌레라1~5권세트,28,67, 국내도서    만화 라이트노벨    웹툰     다음 카카오 연재     국내도서    만화 라이트노벨    웹툰     국내도서    만화 라이트노벨    드라마    드라마     국내도서    만화 라이트노벨    드라마     영화드라마원작     방탄뷔가추천한책     원작웹툰     감동     도전정신     행복한노년     인기웹툰단행본 ,0.9349778911897114,0.06502210881028857,4.964285714285714
163,63038113,방구석미술관,30,68, 국내도서    예술    미술    미술일반 교양    국내도서    YES24 올해의 책    2018년 올해의 책 후보도서    국내도서    YES24 올해의 책    2018년 올해의 책 선정도서     집에서여행하기     북클러버의선택     내손안의미술관     미술공부     국립중앙도서관사서추천     교양쌓기 ,0.8260140289862951,0.17398597101370494,4.766666666666667
393,95791680,이상한과자가게전천당9,30,69, 국내도서    어린이    3 4학년    3 4학년 그림 동화책    3 4학년 창작동화    국내도서    어린이    3 4학년    3 4학년 그림 동화책    3 4학년 추리 탐정 공포    국내도서    어린이    5 6학년    5 6학년 그림 동화책    5 6학년 창작동화    국내도서    어린이    5 6학년    5 6학년 그림 동화책    5 6학년 추리 탐정 공포    국내도서    어린이    어린이 문학    그림 동화책    창작동화    국내도서    어린이    어린이 문학    그림 동화책    추리 탐정 공포     초등미스터리     환상동화 ,0.8688973943392436,0.13110260566075643,4.833333333333333
587,98984570,어린이를위한초등매일글쓰기의힘:자유글쓰기,6,69, 국내도서    가정 살림    자녀교육    자녀교육일반     초등글쓰기      무료배송쿠폰도서 ,0.7464188635349274,0.25358113646507263,5.0
290,90367403,"시선으로부터,",30,69, 국내도서    소설 시 희곡    한국소설    한국 장편소설    국내도서    미디어 추천    조선일보    국내도서    미디어 추천    중앙일보    국내도서    미디어 추천    동아일보    국내도서    미디어 추천    한겨레    국내도서    미디어 추천    경향신문    국내도서    YES24 올해의 책    2020년 올해의 책 후보도서    국내도서    YES24 올해의 책    2020년 올해의 책 선정도서     추리책방_추천사를추천합니다     유퀴즈온더블럭_자기님들     다시보는2020     올해의책     사랑의형태     가족소설     여자들의이야기     여성서사 ,0.822806007663409,0.17719399233659108,4.8
414,96435613,모래알만한진실이라도,30,70, 국내도서    에세이    한국 에세이    국내도서    미디어 추천    경향신문     작가에세이     작가의삶 ,0.8912380556265513,0.10876194437344869,4.9
288,90322846,보통의언어들(별밤리커버에디션),30,70, 국내도서    에세이    명사 연예인 에세이     국내도서    에세이    한국 에세이    국내도서    미디어 추천    조선일보    국내도서    YES24 올해의 책    2020년 올해의 책 후보도서    국내도서    YES24 올해의 책    2020년 올해의 책 선정도서     다시보는2020     올해의책     나를일으키는문장     삶을노래하다     연예인작가 ,0.6748755484819412,0.3251244515180588,4.666666666666667
209,74404574,주식차트절대비기300선!,30,71, 국내도서    경제 경영    투자 재테크    주식 증권     주린이힘내힘내  ,0.6383638968070348,0.3616361031929652,4.533333333333333
30,5228739,주식시장을이기는작은책,30,71, 국내도서    경제 경영    투자 재테크    주식 증권 ,0.6864863127470017,0.31351368725299833,4.5
395,95856808,멘탈의연금술,30,72, 국내도서    자기계발    처세술 삶의 자세    국내도서    자기계발    성공학 경력관리     성공의공식     성공하고싶다면     부자되는법     멘탈챙겨 ,0.745486796895663,0.25451320310433706,4.7
296,90428162,[예스리커버]돈의속성,30,72, 국내도서    경제 경영    투자 재테크    재테크일반    국내도서    미디어 추천    중앙일보    국내도서    YES24 올해의 책    2020년 올해의 책 후보도서    국내도서    YES24 올해의 책    2020년 올해의 책 선정도서     예스리커버     주린이힘내힘내      다시보는2020     올해의책     금융문맹탈출     돈구경시켜드릴게     부자되는법     성공하고싶다면     돈이란무엇인가 ,0.6721253365278244,0.3278746634721756,4.866666666666666
174,67033342,세상쉽고맛있는튼이이유식,30,72, 국내도서    가정 살림    요리    상황별요리    이유식     간편이유식     아이입맛저격     간편요리 ,0.605647991100947,0.3943520088990529,4.566666666666666
530,98349603,클라라와태양,30,73, 국내도서    소설 시 희곡    영미소설    영미 장편소설    국내도서    미디어 추천    중앙일보    국내도서    미디어 추천    한겨레    국내도서    미디어 추천    경향신문     노벨문학상수상작가     인간이란무엇인가     사랑의의미     사랑의형태 ,0.7689798424641291,0.23102015753587088,5.0
352,93224388,귀멸의칼날공식팬북귀살대견문록,29,73, 국내도서    만화 라이트노벨    판타지     소년만화 ,0.7647111754992912,0.23528882450070873,4.862068965517241
132,48739143,커피인문학,15,74, 국내도서    인문    주제로 읽는 인문학     음식     국내도서    미디어 추천    중앙일보 ,0.6826532065868378,0.31734679341316224,4.6
543,98796623,소수몽키의한권으로끝내는미국주식,30,74, 국내도서    경제 경영    투자 재테크    주식 증권     재테크기초     유튜버의책     미국주식 ,0.740514964858691,0.2594850351413091,4.866666666666666
12,1940233,"총,균,쇠",30,75, 국내도서    사회 정치    사회비평 비판    국제사회비평    국내도서    사회 정치    사회학    사회사 사회문화    국내도서    역사    주제로 읽는 역사    문명사     세상을바꾼사건들     안사면0원사면영원     요즘책방 책읽어드립니다     필독서라는데주변에완독한사람없음     세계사     다시읽는역사     빨간책방     교양쌓기 ,0.8081429799397787,0.19185702006022134,4.833333333333333
235,84768485,ETS토익정기시험기출문제집1000Vol.2READING리딩,28,75, 국내도서    국어 외국어 사전    영어    토익 TOEIC    독해 문법 RC     토익만점기출로잡는다     분철 ,0.8203139081597328,0.17968609184026718,4.892857142857143
424,96687616,2021ADsP데이터분석준전문가,7,75, 국내도서    IT 모바일    컴퓨터 수험서    신규자격증 기타 ,0.4058916185583387,0.5941083814416613,3.571428571428572
680,99521277,하루만네가되고싶어2특별판,2,76, 국내도서    만화 라이트노벨    웹툰     네이버 연재     국내도서    만화 라이트노벨    로맨스     로맨틱 판타지      작화가장난아니야  ,0.7381186783313751,0.2618813216686249,5.0
560,98853693,원피스ONEPIECE98,30,77, 국내도서    만화 라이트노벨    액션    국내도서    만화 라이트노벨    판타지     모험을떠나요     소년만화 ,0.875818016131719,0.12418198386828104,4.833333333333333
666,99422162,2021고종훈한국사동형모의고사시즌3,8,77, 국내도서    수험서 자격증    공무원    한국사    문제집 모의고사    국내도서    수험서 자격증    공무원    경찰공무원 승진     경찰한국사     동형모의고사 ,0.8813660219311714,0.11863397806882858,5.0
644,99299413,엄마들만아는세계,3,77, 국내도서    가정 살림    자녀교육    좋은부모되기     엄마공감     인간관계     육아고수노하우     유튜버의책 ,0.5108095904191335,0.4891904095808665,5.0
638,99271008,건강불균형바로잡기,2,78, 국내도서    건강 취미    건강에세이 건강기타 ,0.9327612221240998,0.06723877787590027,5.0
551,98808100,그림으로수학잡는깨봉수학교실1,13,78, 국내도서    어린이    3 4학년    3 4학년 학습    3 4학년 수학    국내도서    어린이    5 6학년    5 6학년 학습    5 6학년 수학    국내도서    어린이    초등학습    수학     초등수학 ,0.8615678686362046,0.13843213136379534,4.769230769230768
259,86938316,팝업!팝업북,3,78, 국내도서    유아    0 3세    1 3세 다른나라 그림책    국내도서    유아    0 3세    입체책    국내도서    유아    유아 그림책    유아 그림 동화책    국내도서    유아    유아 토이북    입체책 ,0.6835072139898934,0.3164927860101064,4.666666666666667
392,95766310,흔한남매의흔한호기심2,30,79, 국내도서    어린이    1 2학년    1 2학년 만화 애니메이션    1 2학년 학습만화    국내도서    어린이    3 4학년    3 4학년 만화 애니메이션    3 4학년 학습만화    국내도서    어린이    학습만화 코믹스    학습만화     유튜버 ,0.7854029556115468,0.21459704438845317,4.7
452,97255028,긴긴밤,30,79, 국내도서    어린이    5 6학년    5 6학년 그림 동화책    5 6학년 창작동화    국내도서    어린이    어린이 문학    그림 동화책    창작동화    국내도서    미디어 추천    한겨레     동물권     생명존중     문학동네어린이문학상수상작 ,0.915924800435702,0.084075199564298,4.866666666666666
236,84793626,해커스토익READING리딩RC,30,79, 국내도서    국어 외국어 사전    영어    토익 TOEIC    독해 문법 RC     너도나도보는토익기본서 ,0.723764818906784,0.27623518109321593,4.833333333333333
595,99015280,2021이동기영어실전동형모의고사Vol.2,13,80, 국내도서    수험서 자격증    공무원    영어    기본서    국내도서    수험서 자격증    공무원    영어    문제집 모의고사     국내도서    수험서 자격증    공무원    영어    국내도서    수험서 자격증    공무원    경찰공무원 승진     경찰영어    국내도서    수험서 자격증    공무원    소방공무원 승진     소방직    국내도서    수험서 자격증    공무원    직군별 문제집    법원직     동형모의고사 ,0.7716270593496469,0.22837294065035307,4.9230769230769225
397,95926892,흔한남매별난방탈출1,30,80, 국내도서    어린이    3 4학년    3 4학년 놀이    3 4학년 퍼즐 퀴즈 유머 수수께끼    국내도서    어린이    5 6학년    5 6학년 놀이    5 6학년 퍼즐 퀴즈 유머 수수께끼    국내도서    어린이    어린이 교양    놀이    퍼즐 퀴즈 유머 수수께끼     유튜버     방구석1평놀이 ,0.8603211045265198,0.13967889547348022,4.833333333333333
687,100055497,서울대수석은이렇게공부합니다,3,561, 국내도서    청소년    공부법 ,0.5327194432417551,0.4672805567582448,5.0
531,98351026,진격의거인33,30,562, 국내도서    만화 라이트노벨    판타지     다크판타지     소년만화 ,0.7834937959909439,0.2165062040090561,5.0
505,97824703,당신이숨기고있는것들,10,563, 국내도서    인문    심리    주제로 읽는 심리학    쉽게 읽는 심리학    국내도서    인문    심리    정신분석학    국내도서    미디어 추천    조선일보    국내도서    미디어 추천    동아일보 ,0.9212266981601716,0.07877330183982849,4.8
412,96429948,하이큐!!45,30,564, 국내도서    만화 라이트노벨    스포츠     대망의완결 ,0.8473177482684453,0.15268225173155467,4.833333333333333
369,94517165,홀로서기심리학,18,565, 국내도서    인문    심리    주제로 읽는 심리학    쉽게 읽는 심리학    국내도서    인문    심리    주제로 읽는 심리학    성격    국내도서    인문    심리    주제로 읽는 심리학    우울증 공황장애    국내도서    인문    심리    주제로 읽는 심리학     걱정없애기     사는게마음처럼되지않아     멘탈챙겨 ,0.8806088947587543,0.11939110524124569,4.888888888888889
269,89317278,말놀이동시집1,10,566, 국내도서    어린이    1 2학년    1 2학년 동요 동시    국내도서    어린이    3 4학년    3 4학년 동요 동시    국내도서    어린이    5 6학년    5 6학년 동요 동시    국내도서    어린이    어린이 문학    동요 동시     동시     EBS당신의문해력     세이브위드스토리 ,0.8854488790035248,0.11455112099647521,4.4
697,101346694,믹스MIX17,1,567, 국내도서    만화 라이트노벨    드라마    드라마     국내도서    만화 라이트노벨    드라마    사회생활 ,0.967468798160553,0.03253120183944702,5.0
439,97047916,2021에듀윌공인중개사2차단원별기출문제집,2,568, 국내도서    수험서 자격증    공인중개 주택관리    공인중개사    기출문제    국내도서    수험서 자격증    공인중개 주택관리    공인중개사 ,0.8198467195034027,0.1801532804965973,5.0
23,3645472,스즈키바이올린교본1,30,569, 국내도서    예술    음악    악기 악보집    현악기 관악기악보     악기 ,0.7143362621466319,0.2856637378533681,4.9
533,98390254,겁내지않고그림그리는법,12,570, 국내도서    에세이    예술 에세이    국내도서    에세이    한국 에세이     유튜버의책 ,0.9096660812695821,0.09033391873041789,4.916666666666667
623,99144546,투자의지도,4,571, 국내도서    경제 경영    투자 재테크    주식 증권 ,0.7801491469144821,0.21985085308551788,5.0
471,97514000,대한민국부동산미래지도,30,572, 국내도서    경제 경영    투자 재테크    부동산 경매 ,0.6434260964393616,0.35657390356063845,4.766666666666667
353,93317297,존리의금융문맹탈출,30,573, 국내도서    경제 경영    경제    경제상식 경제이야기    국내도서    경제 경영    투자 재테크    주식 증권    국내도서    경제 경영    투자 재테크    재테크일반     주린이힘내힘내      경제관념     금융문맹탈출     유퀴즈온더블럭_자기님들     집사부일체     부자만들기     주식투자     이슈픽쌤과함께     존리주식강의 ,0.6632169683774313,0.3367830316225688,4.7
336,92461409,읽으면서바로써먹는어린이명심보감,28,574, 국내도서    어린이    1 2학년    1 2학년 학습    1 2학년 철학    국내도서    어린이    3 4학년    3 4학년 학습    3 4학년 철학    국내도서    어린이    초등학습    철학 ,0.7578437221901757,0.24215627780982427,4.928571428571429
215,76106687,지구에서한아뿐,30,575, 국내도서    소설 시 희곡    한국소설    한국 장편소설     유퀴즈온더블럭_자기님들     사랑의형태     비오는날     봄날엔로맨스     뭐읽지     외계인     색다른사랑 ,0.8054172853628795,0.19458271463712057,4.833333333333333
192,71923747,나는개다,30,576, 국내도서    유아    4 6세    4 6세 우리나라 그림책    국내도서    유아    유아 그림책    유아 창작동화    국내도서    미디어 추천    한겨레    국내도서    미디어 추천    경향신문    국내도서    YES24 올해의 책    2019년 올해의 책 후보도서     유퀴즈온더블럭_자기님들     린드그렌상수상작가     2019해피인사이드해피북스     강아지     반려동물 ,0.8527526676654815,0.14724733233451842,4.933333333333334
176,67277830,읽으면서바로써먹는어린이고사성어,30,577, 국내도서    어린이    3 4학년    3 4학년 학습    3 4학년 한자    국내도서    어린이    5 6학년    5 6학년 학습    5 6학년 한자    국내도서    어린이    초등학습    한자     초등국어     초등어휘     한자공부 ,0.8406416912873586,0.1593583087126414,4.8
109,33344639,피프티피플,30,578, 국내도서    소설 시 희곡    한국소설    한국 장편소설    국내도서    미디어 추천    한겨레    국내도서    미디어 추천    경향신문     유퀴즈온더블럭_자기님들     HERSTORY     해외에서인기있는한국소설     국립중앙도서관사서추천     책읽아웃 ,0.7623264948527019,0.23767350514729818,4.633333333333334
105,32404883,가나다는맛있다,7,579, 국내도서    유아    4 6세     언어발달      한글공부     EBS당신의문해력 ,0.892224269253867,0.10777573074613299,4.857142857142857
328,91923880,쉬운단어로1분영어말하기,25,581, 국내도서    국어 외국어 사전    영어    영어회화 생활영어     누구나영어할수있다     영어말하기 ,0.764190616607666,0.23580938339233398,4.88
118,38002304,송사무장의부동산경매의기술,30,582, 국내도서    경제 경영    투자 재테크    부동산 경매     돈좀벌어보자     돈은없지만     가난이싫어     부자되는법     경매공부     부동산투자     부동산공부 ,0.7747820427020391,0.22521795729796093,4.533333333333333
14,2307615,거짓말을하면얼굴이빨개진다,4,583, 국내도서    어린이    5 6학년    5 6학년 학습    5 6학년 철학    국내도서    어린이    초등학습    철학    국내도서    청소년    청소년 철학 종교 윤리    국내도서    청소년 추천도서    한국출판문화산업진흥원 청소년 추천도서    제65차    국내도서    청소년 추천도서    책따세 추천도서    2007 책따세 추천도서 ,0.6286140233278275,0.37138597667217255,4.25
554,98829321,나홀로읽는도덕경,1,584, 국내도서    인문    독서 비평    고전 읽기    동양고전    국내도서    인문    동양철학    동양철학의 이해 동양철학사 ,0.9173120856285096,0.08268791437149048,5.0
221,78215498,정재승의인간탐구보고서1,30,585, 국내도서    어린이    3 4학년    3 4학년 학습    3 4학년 과학 환경    국내도서    어린이    5 6학년    5 6학년 학습    5 6학년 과학 환경    국내도서    어린이    어린이 문학    그림책    국내도서    어린이    초등학습    과학 환경    국내도서    행복한아침독서 책둥이 추천    2020년    어린이용 5 6학년     국내도서    YES24 올해의 책    2019년 올해의 책 후보도서     뇌가내를안다면      뇌과학 ,0.8530999590953191,0.1469000409046809,4.766666666666667
689,100456463,3기신도시&수도권청약전략,9,586, 국내도서    경제 경영    투자 재테크    부동산 경매 ,0.8753609326150682,0.12463906738493177,5.0
488,97658378,절대배신하지않는공부의기술,30,587, 국내도서    자기계발    성공학 경력관리    국내도서    자기계발    기획 정보 시간관리     공부습관     유튜버의책     일생의기술 ,0.6587922672430674,0.34120773275693256,4.466666666666667
482,97641248,생각의각도,4,588, 국내도서    자기계발    처세술 삶의 자세    국내도서    자기계발    인간관계    심리 성격 설득 ,0.918083518743515,0.08191648125648499,5.0
462,97389697,밤의숨소리,10,589, 국내도서    건강 취미    성생활    국내도서    자기계발    인간관계    남녀관계 연애 ,0.6719027757644653,0.32809722423553467,4.7
411,96383431,어니스트의멋진하루,11,590, 국내도서    유아    4 6세    4 6세 다른나라 그림책    국내도서    유아    유아 그림책     마음을위로하는그림책     긍정의힘     희망     동물그림책 ,0.8791816966100172,0.12081830338998274,4.818181818181818
362,93888046,고양이해결사깜냥2,30,591, 국내도서    어린이    1 2학년    1 2학년 그림 동화책    1 2학년 창작동화    국내도서    어린이    3 4학년    3 4학년 그림 동화책    3 4학년 창작동화    국내도서    어린이    어린이 문학    그림 동화책    창작동화    국내도서    미디어 추천    동아일보     무료배송쿠폰도서 ,0.9382986962795258,0.06170130372047424,5.0
274,89525316,고양이해결사깜냥1,30,592, 국내도서    어린이    1 2학년    1 2학년 그림 동화책    1 2학년 창작동화    국내도서    어린이    3 4학년    3 4학년 그림 동화책    3 4학년 창작동화    국내도서    어린이    어린이 문학    그림 동화책    창작동화    국내도서    미디어 추천    경향신문    국내도서    YES24 올해의 책    2020년 올해의 책 후보도서     고양이가세상을구원할거야     다시보는2020     세이브위드스토리     고양이소설     창비좋은어린이책     무료배송쿠폰도서 ,0.9157228569189707,0.08427714308102925,4.966666666666667
605,99102779,판교의젊은기획자들,6,593, 국내도서    경제 경영    마케팅 세일즈    트렌드 미래예측    국내도서    경제 경영    인터넷비즈니스    e 비즈니스    국내도서    미디어 추천    중앙일보     성공하는기업     비즈니스트렌드     비즈니스인사이트 ,0.9098452428976694,0.09015475710233052,5.0
493,97676776,순서파괴,4,594, 국내도서    경제 경영    경영    경영전략 경영혁신    국내도서    경제 경영    경영    기업 경영자스토리    국내도서    경제 경영    CEO 비즈니스맨    기업 경영자스토리    국내도서    미디어 추천    조선일보    국내도서    미디어 추천    경향신문     성공하는기업     글로벌기업 ,0.4447041526436806,0.5552958473563194,5.0
68,15282267,10대를위한JUSTICE정의란무엇인가,29,595, 국내도서    어린이    3 4학년    3 4학년 학습    3 4학년 사회 문화 시사    국내도서    어린이    5 6학년    5 6학년 학습    5 6학년 사회 문화 시사    국내도서    어린이    초등학습    사회 문화 시사 ,0.7871490048951116,0.2128509951048884,4.620689655172415
300,90461037,이파라파냐무냐무,30,596, 국내도서    유아    4 6세    4 6세 우리나라 그림책    국내도서    유아    유아 그림책    유아 그림 동화책    국내도서    유아    유아 그림책    유아 창작동화    국내도서    행복한아침독서 책둥이 추천    2021년    유아용 4 7세     국내도서    미디어 추천    경향신문    국내도서    YES24 올해의 책    2020년 올해의 책 후보도서     다시보는2020     오해 착각     상상력     귀염뽀짝캐릭터 ,0.8834659993648529,0.1165340006351471,4.9
81,19895507,MONEY머니,30,597, 국내도서    경제 경영    투자 재테크    재테크일반 ,0.7976192553838094,0.2023807446161906,4.833333333333333
19,3220774,트루먼스쿨악플사건,14,598, 국내도서    청소년    청소년 문학    국내도서    청소년 추천도서    책따세 추천도서    2009 책따세 추천도서    국내도서    행복한아침독서 책둥이 추천    2009 청소년 중1 2  추천도서 ,0.6521645401205335,0.34783545987946646,4.928571428571429
676,99479904,바람의검심―메이지검객낭만기홋카이도편―5,3,599, 국내도서    만화 라이트노벨    액션    국내도서    만화 라이트노벨    역사 시대물     시대물  ,0.8942679365475973,0.10573206345240276,4.666666666666667
627,99150433,2021해커스공무원실전동형모의고사국어2,3,600, 국내도서    수험서 자격증    공무원    국어 한문     문제집 모의고사      분철 ,0.43146154284477234,0.5685384571552277,5.0
212,74806358,팥빙수의전설,30,601, 국내도서    유아    4 6세    4 6세 우리나라 그림책    국내도서    유아    유아 그림책    유아 창작동화    국내도서    미디어 추천    한겨레    국내도서    YES24 올해의 책    2019년 올해의 책 후보도서     좋아서하는그림책연구회추천     더위야물렀거라     엉뚱한상상     계절그림책 ,0.9012162576119105,0.0987837423880895,4.866666666666666
59,12193159,손가락문어,30,602, 국내도서    유아    4 6세    4 6세 다른나라 그림책    국내도서    유아    유아 그림책    유아 창작동화    국내도서    유아    누리과정 생활주제    나와 가족    국내도서    유아    누리과정 생활주제    건강과 안전    국내도서    유아    누리과정 생활주제    환경과 생활     습관바꾸기     생활동화 ,0.7749315281709035,0.22506847182909648,4.566666666666666
5,232985,돼지책,30,603, 국내도서    유아    4 6세    4 6세 다른나라 그림책    국내도서    유아    유아 그림책    유아 창작동화    국내도서    유아    4 7세    유명 작가 그림책    앤서니 브라운    국내도서    유아    4 7세    수상작 모음    한스 크리스티안 안데르센    국내도서    유아    4 7세    유명 작가 그림책    국내도서    유아    4 7세    수상작 모음    국내도서    유아    4 7세    외국도서    원서 VS 번역서    원서 VS 번역서  유아 어린이     국내도서    유아    국내도서    유아 어린이 추천도서    어린이문학상 수상작    안데르센 상     무료배송쿠폰도서     엄마랑싸운후에     페미니즘     젠더수업 ,0.8733128488063813,0.12668715119361879,4.633333333333334
641,99273637,공감은지능이다,2,604, 국내도서    인문    심리    심리학 이론    국내도서    인문    심리    뇌과학    국내도서    미디어 추천    조선일보    국내도서    미디어 추천    경향신문 ,0.8014287352561951,0.1985712647438049,4.5
